raw_response,llm_action,llm_product,llm_quantity
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":11}",remove,sweetpotatoes,11
"{""action"":""add"",""product"":""onions"",""quantity"":13}",add,onions,13
"{""action"":""remove"",""product"":""bulbs"",""quantity"":5}",remove,bulbs,5
"{""action"":""add"",""product"":""chicken"",""quantity"":1}",add,chicken,1
"{""action"":""add"",""product"":""bananas"",""quantity"":15}",add,bananas,15
"{""action"":""remove"",""product"":""juice"",""quantity"":12}",remove,juice,12
"{""action"":""add"",""product"":""eggplant"",""quantity"":5}",add,eggplant,5
"{""action"":""add"",""product"":""conditioner"",""quantity"":11}",add,conditioner,11
"{""action"":""add"",""product"":""batteries"",""quantity"":19}",add,batteries,19
"{""action"":""remove"",""product"":""bags"",""quantity"":10}",remove,bags,10
"{""action"":""add"",""product"":""juice"",""quantity"":2}",add,juice,2
"{""action"":""remove"",""product"":""conditioner"",""quantity"":11}",remove,conditioner,11
"{""action"":""add"",""product"":""cucumbers"",""quantity"":17}",add,cucumbers,17
"{""action"":""add"",""product"":""lemons"",""quantity"":10}",add,lemons,10
"{""action"":""remove"",""product"":""conditioner"",""quantity"":15}",remove,conditioner,15
"{""action"":""remove"",""product"":""mushrooms"",""quantity"":6}",remove,mushrooms,6
"{""action"":""remove"",""product"":""apples"",""quantity"":2}",remove,apples,2
"{""action"":""add"",""product"":""oliveoil"",""quantity"":1}",add,oliveoil,1
"{""action"":""remove"",""product"":""bulbs"",""quantity"":2}",remove,bulbs,2
"{""action"":""remove"",""product"":""gelato"",""quantity"":17}",remove,gelato,17
"{""action"":""add"",""product"":""bread"",""quantity"":16}",add,bread,16
"{""action"":""remove"",""product"":""strawberries"",""quantity"":13}",remove,strawberries,13
"{""action"":""remove"",""product"":""water"",""quantity"":15}",remove,water,15
"{""action"":""remove"",""product"":""blueberries"",""quantity"":5}",remove,blueberries,5
"{""action"":""remove"",""product"":""conditioner"",""quantity"":7}",remove,conditioner,7
"{""action"":""add"",""product"":""mushrooms"",""quantity"":15}",add,mushrooms,15
"{""action"":""add"",""product"":""quinoa"",""quantity"":16}",add,quinoa,16
"{""action"":""remove"",""product"":""spaghetti"",""quantity"":9}",remove,spaghetti,9
"{""action"":""remove"",""product"":""pepper"",""quantity"":11}",remove,pepper,11
"{""action"":""remove"",""product"":""salmon"",""quantity"":11}",remove,salmon,11
"{""action"":""add"",""product"":""strawberries"",""quantity"":9}",add,strawberries,9
"{""action"":""add"",""product"":""yogurt"",""quantity"":2}",add,yogurt,2
"{""action"":""remove"",""product"":""detergent"",""quantity"":9}",remove,detergent,9
"{""action"":""add"",""product"":""mango"",""quantity"":8}",add,mango,8
"{""action"":""remove"",""product"":""broccoli"",""quantity"":13}",remove,broccoli,13
"{""action"":""add"",""product"":""cola"",""quantity"":2}",add,cola,2
"{""action"":""remove"",""product"":""foil"",""quantity"":10}",remove,foil,10
"{""action"":""remove"",""product"":""blueberries"",""quantity"":1}",remove,blueberries,1
"{""action"":""remove"",""product"":""granola"",""quantity"":7}",remove,granola,7
"{""action"":""add"",""product"":""packs of tissues"",""quantity"":11}",add,packs of tissues,11
"{""action"":""add"",""product"":""salmon"",""quantity"":3}",add,salmon,3
"{""action"":""remove"",""product"":""onions"",""quantity"":16}",remove,onions,16
"{""action"":""remove"",""product"":""sunfloweroil"",""quantity"":2}",remove,sunfloweroil,2
"{""action"":""remove"",""product"":""coffee"",""quantity"":14}",remove,coffee,14
"{""action"":""remove"",""product"":""yogurt"",""quantity"":18}",remove,yogurt,18
"{""action"":""add"",""product"":""towels"",""quantity"":9}",add,towels,9
"{""action"":""add"",""product"":""conditioner"",""quantity"":7}",add,conditioner,7
"{""action"":""remove"",""product"":""vegetables"",""quantity"":7}",remove,vegetables,7
"{""action"":""add"",""product"":""water"",""quantity"":1}",add,water,1
"{""action"":""add"",""product"":""butter"",""quantity"":8}",add,butter,8
"{""action"":""add"",""product"":""bread"",""quantity"":20}",add,bread,20
"{""action"":""add"",""product"":""oliveoil"",""quantity"":1}",add,oliveoil,1
"{""action"":""add"",""product"":""watermelon"",""quantity"":12}",add,watermelon,12
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":15}",remove,bellpeppers,15
"{""action"":""add"",""product"":""tissues"",""quantity"":4}",add,tissues,4
"{""action"":""add"",""product"":""blueberries"",""quantity"":2}",add,blueberries,2
"{""action"":""remove"",""product"":""lemons"",""quantity"":2}",remove,lemons,2
"{""action"":""add"",""product"":""chicken"",""quantity"":13}",add,chicken,13
"{""action"":""remove"",""product"":""litter"",""quantity"":18}",remove,litter,18
"{""action"":""remove"",""product"":""brownsugar"",""quantity"":10}",remove,brownsugar,10
"{""action"":""add"",""product"":""packs of wrap"",""quantity"":7}",add,packs of wrap,7
"{""action"":""add"",""product"":""milk"",""quantity"":14}",add,milk,14
"{""action"":""remove"",""product"":""bananas"",""quantity"":20}",remove,bananas,20
"{""action"":""add"",""product"":""spaghetti"",""quantity"":17}",add,spaghetti,17
"{""action"":""add"",""product"":""pepper"",""quantity"":9}",add,pepper,9
"{""action"":""remove"",""product"":""cereal"",""quantity"":15}",remove,cereal,15
"{""action"":""add"",""product"":""fries"",""quantity"":8}",add,fries,8
"{""action"":""remove"",""product"":""juice"",""quantity"":4}",remove,juice,4
"{""action"":""remove"",""product"":""yogurt"",""quantity"":18}",remove,yogurt,18
"{""action"":""add"",""product"":""foil"",""quantity"":3}",add,foil,3
"{""action"":""remove"",""product"":""salmon"",""quantity"":7}",remove,salmon,7
"{""action"":""remove"",""product"":""brownsugar"",""quantity"":4}",remove,brownsugar,4
"{""action"":""remove"",""product"":""beef"",""quantity"":16}",remove,beef,16
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":12}",remove,mozzarella,12
"{""action"":""add"",""product"":""coffee"",""quantity"":20}",add,coffee,20
"{""action"":""add"",""product"":""lemons"",""quantity"":8}",add,lemons,8
"{""action"":""remove"",""product"":""lemonade"",""quantity"":8}",remove,lemonade,8
"{""action"":""add"",""product"":""onions"",""quantity"":5}",add,onions,5
"{""action"":""add"",""product"":""bananas"",""quantity"":18}",add,bananas,18
"{""action"":""remove"",""product"":""watermelon"",""quantity"":15}",remove,watermelon,15
"{""action"":""add"",""product"":""treats"",""quantity"":5}",add,treats,5
"{""action"":""remove"",""product"":""bananas"",""quantity"":4}",remove,bananas,4
"{""action"":""remove"",""product"":""juice"",""quantity"":2}",remove,juice,2
"{""action"":""add"",""product"":""toothbrush"",""quantity"":5}",add,toothbrush,5
"{""action"":""add"",""product"":""soda"",""quantity"":14}",add,soda,14
"{""action"":""add"",""product"":""tea"",""quantity"":2}",add,tea,2
"{""action"":""remove"",""product"":""paper"",""quantity"":4}",remove,paper,4
"{""action"":""add"",""product"":""packs of gelato"",""quantity"":7}",add,packs of gelato,7
"{""action"":""remove"",""product"":""coffee"",""quantity"":16}",remove,coffee,16
"{""action"":""add"",""product"":""conditioner"",""quantity"":17}",add,conditioner,17
"{""action"":""remove"",""product"":""shampoo"",""quantity"":2}",remove,shampoo,2
"{""action"":""remove"",""product"":""milk"",""quantity"":13}",remove,milk,13
"{""action"":""add"",""product"":""diapers"",""quantity"":6}",add,diapers,6
"{""action"":""add"",""product"":""mushrooms"",""quantity"":12}",add,mushrooms,12
"{""action"":""add"",""product"":""pineapple"",""quantity"":4}",add,pineapple,4
"{""action"":""add"",""product"":""tuna"",""quantity"":6}",add,tuna,6
"{""action"":""add"",""product"":""eggs"",""quantity"":2}",add,eggs,2
"{""action"":""remove"",""product"":""limes"",""quantity"":20}",remove,limes,20
"{""action"":""remove"",""product"":""apples"",""quantity"":16}",remove,apples,16
"{""action"":""remove"",""product"":""flour"",""quantity"":10}",remove,flour,10
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":3}",remove,sweetpotatoes,3
"{""action"":""add"",""product"":""gelato"",""quantity"":13}",add,gelato,13
"{""action"":""remove"",""product"":""coffee"",""quantity"":13}",remove,coffee,13
"{""action"":""remove"",""product"":""watermelon"",""quantity"":17}",remove,watermelon,17
"{""action"":""remove"",""product"":""salt"",""quantity"":19}",remove,salt,19
"{""action"":""remove"",""product"":""diapers"",""quantity"":17}",remove,diapers,17
"{""action"":""add"",""product"":""oranges"",""quantity"":10}",add,oranges,10
"{""action"":""remove"",""product"":""salmon"",""quantity"":1}",remove,salmon,1
"{""action"":""add"",""product"":""detergent"",""quantity"":9}",add,detergent,9
"{""action"":""add"",""product"":""blueberries"",""quantity"":6}",add,blueberries,6
"{""action"":""remove"",""product"":""conditioner"",""quantity"":20}",remove,conditioner,20
"{""action"":""add"",""product"":""mango"",""quantity"":9}",add,mango,9
"{""action"":""add"",""product"":""shampoo"",""quantity"":17}",add,shampoo,17
"{""action"":""remove"",""product"":""salmon"",""quantity"":15}",remove,salmon,15
"{""action"":""add"",""product"":""blueberries"",""quantity"":3}",add,blueberries,3
"{""action"":""remove"",""product"":""spaghetti"",""quantity"":4}",remove,spaghetti,4
"{""action"":""remove"",""product"":""lemonade"",""quantity"":16}",remove,lemonade,16
"{""action"":""remove"",""product"":""oranges"",""quantity"":10}",remove,oranges,10
"{""action"":""add"",""product"":""bread"",""quantity"":12}",add,bread,12
"{""action"":""remove"",""product"":""beef"",""quantity"":19}",remove,beef,19
"{""action"":""add"",""product"":""raspberries"",""quantity"":7}",add,raspberries,7
"{""action"":""add"",""product"":""lemons"",""quantity"":6}",add,lemons,6
"{""action"":""add"",""product"":""wipes"",""quantity"":19}",add,wipes,19
"{""action"":""remove"",""product"":""granola"",""quantity"":2}",remove,granola,2
"{""action"":""remove"",""product"":""toothpaste"",""quantity"":6}",remove,toothpaste,6
"{""action"":""add"",""product"":""shampoo"",""quantity"":1}",add,shampoo,1
"{""action"":""add"",""product"":""zucchini"",""quantity"":20}",add,zucchini,20
"{""action"":""add"",""product"":""diapers"",""quantity"":17}",add,diapers,17
"{""action"":""add"",""product"":""oliveoil"",""quantity"":2}",add,oliveoil,2
"{""action"":""remove"",""product"":""oranges"",""quantity"":10}",remove,oranges,10
"{""action"":""remove"",""product"":""packs of wipes"",""quantity"":4}",remove,packs of wipes,4
"{""action"":""add"",""product"":""packs of toothpaste"",""quantity"":1}",add,packs of toothpaste,1
"{""action"":""add"",""product"":""towels"",""quantity"":20}",add,towels,20
"{""action"":""add"",""product"":""vegetables"",""quantity"":6}",add,vegetables,6
"{""action"":""remove"",""product"":""potatoes"",""quantity"":15}",remove,potatoes,15
"{""action"":""add"",""product"":""pizza"",""quantity"":13}",add,pizza,13
"{""action"":""add"",""product"":""potatoes"",""quantity"":4}",add,potatoes,4
"{""action"":""remove"",""product"":""kibble"",""quantity"":10}",remove,kibble,10
"{""action"":""add"",""product"":""flour"",""quantity"":9}",add,flour,9
"{""action"":""remove"",""product"":""chicken"",""quantity"":20}",remove,chicken,20
"{""action"":""add"",""product"":""sunfloweroil"",""quantity"":1}",add,sunfloweroil,1
"{""action"":""add"",""product"":""sugar"",""quantity"":18}",add,sugar,18
"{""action"":""add"",""product"":""detergent"",""quantity"":7}",add,detergent,7
"{""action"":""remove"",""product"":""oranges"",""quantity"":13}",remove,oranges,13
"{""action"":""add"",""product"":""tea"",""quantity"":19}",add,tea,19
"{""action"":""add"",""product"":""potatoes"",""quantity"":13}",add,potatoes,13
"{""action"":""remove"",""product"":""eggplant"",""quantity"":9}",remove,eggplant,9
"{""action"":""remove"",""product"":""pineapple"",""quantity"":12}",remove,pineapple,12
"{""action"":""add"",""product"":""zucchini"",""quantity"":4}",add,zucchini,4
"{""action"":""add"",""product"":""litter"",""quantity"":18}",add,litter,18
"{""action"":""remove"",""product"":""onions"",""quantity"":8}",remove,onions,8
"{""action"":""remove"",""product"":""bread"",""quantity"":14}",remove,bread,14
"{""action"":""add"",""product"":""blueberries"",""quantity"":20}",add,blueberries,20
"{""action"":""add"",""product"":""sugar"",""quantity"":4}",add,sugar,4
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":16}",remove,mozzarella,16
"{""action"":""remove"",""product"":""tomatoes"",""quantity"":11}",remove,tomatoes,11
"{""action"":""remove"",""product"":""mushrooms"",""quantity"":7}",remove,mushrooms,7
"{""action"":""add"",""product"":""pepper"",""quantity"":12}",add,pepper,12
"{""action"":""remove"",""product"":""batteries"",""quantity"":16}",remove,batteries,16
"{""action"":""remove"",""product"":""packs of tissues"",""quantity"":12}",remove,packs of tissues,12
"{""action"":""remove"",""product"":""blueberries"",""quantity"":17}",remove,blueberries,17
"{""action"":""add"",""product"":""carrots"",""quantity"":8}",add,carrots,8
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":4}",remove,mozzarella,4
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":10}",remove,mozzarella,10
"{""action"":""remove"",""product"":""tea"",""quantity"":7}",remove,tea,7
"{""action"":""add"",""product"":""oranges"",""quantity"":1}",add,oranges,1
"{""action"":""remove"",""product"":""milk"",""quantity"":4}",remove,milk,4
"{""action"":""add"",""product"":""salmon"",""quantity"":4}",add,salmon,4
"{""action"":""add"",""product"":""zucchini"",""quantity"":4}",add,zucchini,4
"{""action"":""remove"",""product"":""paper"",""quantity"":9}",remove,paper,9
"{""action"":""add"",""product"":""packs of batteries"",""quantity"":18}",add,packs of batteries,18
"{""action"":""remove"",""product"":""mango"",""quantity"":19}",remove,mango,19
"{""action"":""remove"",""product"":""water"",""quantity"":11}",remove,water,11
"{""action"":""remove"",""product"":""bread"",""quantity"":7}",remove,bread,7
"{""action"":""add"",""product"":""tuna"",""quantity"":2}",add,tuna,2
"{""action"":""add"",""product"":""gelato"",""quantity"":15}",add,gelato,15
"{""action"":""remove"",""product"":""soda"",""quantity"":2}",remove,soda,2
"{""action"":""remove"",""product"":""soap"",""quantity"":1}",remove,soap,1
"{""action"":""add"",""product"":""conditioner"",""quantity"":20}",add,conditioner,20
"{""action"":""remove"",""product"":""wrap"",""quantity"":4}",remove,wrap,4
"{""action"":""add"",""product"":""spaghetti"",""quantity"":17}",add,spaghetti,17
"{""action"":""add"",""product"":""oatmeal"",""quantity"":7}",add,oatmeal,7
"{""action"":""remove"",""product"":""tomatoes"",""quantity"":16}",remove,tomatoes,16
"{""action"":""remove"",""product"":""detergent"",""quantity"":15}",remove,detergent,15
"{""action"":""add"",""product"":""pasta"",""quantity"":13}",add,pasta,13
"{""action"":""remove"",""product"":""more water"",""quantity"":2}",remove,more water,2
"{""action"":""remove"",""product"":""raspberries"",""quantity"":6}",remove,raspberries,6
"{""action"":""remove"",""product"":""toothbrush"",""quantity"":2}",remove,toothbrush,2
"{""action"":""remove"",""product"":""juice"",""quantity"":5}",remove,juice,5
"{""action"":""remove"",""product"":""spinach"",""quantity"":15}",remove,spinach,15
"{""action"":""remove"",""product"":""mozzarella"",""quantity"":18}",remove,mozzarella,18
"{""action"":""remove"",""product"":""raspberries"",""quantity"":15}",remove,raspberries,15
"{""action"":""remove"",""product"":""carrots"",""quantity"":6}",remove,carrots,6
"{""action"":""remove"",""product"":""cola"",""quantity"":18}",remove,cola,18
"{""action"":""remove"",""product"":""wrap"",""quantity"":10}",remove,wrap,10
"{""action"":""remove"",""product"":""packs of gelato"",""quantity"":7}",remove,packs of gelato,7
"{""action"":""remove"",""product"":""wash"",""quantity"":10}",remove,wash,10
"{""action"":""add"",""product"":""bananas"",""quantity"":6}",add,bananas,6
"{""action"":""add"",""product"":""watermelon"",""quantity"":18}",add,watermelon,18
"{""action"":""remove"",""product"":""blueberries"",""quantity"":20}",remove,blueberries,20
"{""action"":""remove"",""product"":""strawberries"",""quantity"":20}",remove,strawberries,20
"{""action"":""add"",""product"":""yogurt"",""quantity"":20}",add,yogurt,20
"{""action"":""remove"",""product"":""quinoa"",""quantity"":6}",remove,quinoa,6
"{""action"":""add"",""product"":""blueberries"",""quantity"":9}",add,blueberries,9
"{""action"":""remove"",""product"":""wipes"",""quantity"":20}",remove,wipes,20
"{""action"":""remove"",""product"":""cheddar"",""quantity"":18}",remove,cheddar,18
"{""action"":""remove"",""product"":""lemonade"",""quantity"":9}",remove,lemonade,9
"{""action"":""add"",""product"":""cola"",""quantity"":2}",add,cola,2
"{""action"":""remove"",""product"":""bellpeppers"",""quantity"":2}",remove,bellpeppers,2
"{""action"":""add"",""product"":""bread"",""quantity"":12}",add,bread,12
"{""action"":""add"",""product"":""cheddar"",""quantity"":7}",add,cheddar,7
"{""action"":""remove"",""product"":""tissues"",""quantity"":16}",remove,tissues,16
"{""action"":""remove"",""product"":""vegetables"",""quantity"":11}",remove,vegetables,11
"{""action"":""remove"",""product"":""limes"",""quantity"":12}",remove,limes,12
"{""action"":""remove"",""product"":""packs of flour"",""quantity"":12}",remove,packs of flour,12
"{""action"":""remove"",""product"":""gelato"",""quantity"":14}",remove,gelato,14
"{""action"":""remove"",""product"":""pepper"",""quantity"":6}",remove,pepper,6
"{""action"":""add"",""product"":""tuna"",""quantity"":13}",add,tuna,13
"{""action"":""remove"",""product"":""milk"",""quantity"":14}",remove,milk,14
"{""action"":""add"",""product"":""soap"",""quantity"":15}",add,soap,15
"{""action"":""remove"",""product"":""coffee"",""quantity"":11}",remove,coffee,11
"{""action"":""add"",""product"":""juice"",""quantity"":7}",add,juice,7
"{""action"":""add"",""product"":""flour"",""quantity"":10}",add,flour,10
"{""action"":""remove"",""product"":""carrots"",""quantity"":9}",remove,carrots,9
"{""action"":""remove"",""product"":""spaghetti"",""quantity"":9}",remove,spaghetti,9
"{""action"":""add"",""product"":""rice"",""quantity"":15}",add,rice,15
"{""action"":""add"",""product"":""mushrooms"",""quantity"":11}",add,mushrooms,11
"{""action"":""remove"",""product"":""strawberries"",""quantity"":5}",remove,strawberries,5
"{""action"":""add"",""product"":""limes"",""quantity"":7}",add,limes,7
"{""action"":""remove"",""product"":""wrap"",""quantity"":8}",remove,wrap,8
"{""action"":""add"",""product"":""sunfloweroil"",""quantity"":8}",add,sunfloweroil,8
"{""action"":""remove"",""product"":""bananas"",""quantity"":17}",remove,bananas,17
"{""action"":""add"",""product"":""eggplant"",""quantity"":15}",add,eggplant,15
"{""action"":""add"",""product"":""shampoo"",""quantity"":14}",add,shampoo,14
"{""action"":""add"",""product"":""sugar"",""quantity"":11}",add,sugar,11
"{""action"":""remove"",""product"":""butter"",""quantity"":19}",remove,butter,19
"{""action"":""add"",""product"":""salmon"",""quantity"":14}",add,salmon,14
"{""action"":""remove"",""product"":""butter"",""quantity"":15}",remove,butter,15
"{""action"":""remove"",""product"":""bulbs"",""quantity"":9}",remove,bulbs,9
"{""action"":""add"",""product"":""raspberries"",""quantity"":4}",add,raspberries,4
"{""action"":""remove"",""product"":""soda"",""quantity"":14}",remove,soda,14
"{""action"":""remove"",""product"":""mango"",""quantity"":20}",remove,mango,20
"{""action"":""add"",""product"":""oliveoil"",""quantity"":1}",add,oliveoil,1
"{""action"":""add"",""product"":""bread"",""quantity"":10}",add,bread,10
"{""action"":""remove"",""product"":""apples"",""quantity"":16}",remove,apples,16
"{""action"":""remove"",""product"":""bread"",""quantity"":20}",remove,bread,20
"{""action"":""add"",""product"":""yogurt"",""quantity"":15}",add,yogurt,15
"{""action"":""remove"",""product"":""bags"",""quantity"":20}",remove,bags,20
"{""action"":""remove"",""product"":""rice"",""quantity"":20}",remove,rice,20
"{""action"":""remove"",""product"":""pasta"",""quantity"":20}",remove,pasta,20
"{""action"":""remove"",""product"":""water"",""quantity"":10}",remove,water,10
"{""action"":""add"",""product"":""paper"",""quantity"":3}",add,paper,3
"{""action"":""add"",""product"":""bags"",""quantity"":5}",add,bags,5
"{""action"":""remove"",""product"":""sweetpotatoes"",""quantity"":8}",remove,sweetpotatoes,8
"{""action"":""remove"",""product"":""gelato"",""quantity"":11}",remove,gelato,11
"{""action"":""remove"",""product"":""litter"",""quantity"":20}",remove,litter,20
"{""action"":""add"",""product"":""wash"",""quantity"":1}",add,wash,1
"{""action"":""remove"",""product"":""strawberries"",""quantity"":2}",remove,strawberries,2
"{""action"":""add"",""product"":""mango"",""quantity"":1}",add,mango,1
"{""action"":""remove"",""product"":""bulbs"",""quantity"":19}",remove,bulbs,19
"{""action"":""add"",""product"":""foil"",""quantity"":5}",add,foil,5
"{""action"":""remove"",""product"":""cola"",""quantity"":18}",remove,cola,18
"{""action"":""add"",""product"":""cereal"",""quantity"":7}",add,cereal,7
"{""action"":""remove"",""product"":""rice"",""quantity"":18}",remove,rice,18
"{""action"":""add"",""product"":""blueberries"",""quantity"":14}",add,blueberries,14
"{""action"":""remove"",""product"":""quinoa"",""quantity"":9}",remove,quinoa,9
"{""action"":""add"",""product"":""toothpaste"",""quantity"":4}",add,toothpaste,4
"{""action"":""remove"",""product"":""bread"",""quantity"":15}",remove,bread,15
"{""action"":""remove"",""product"":""gelato"",""quantity"":2}",remove,gelato,2
"{""action"":""remove"",""product"":""tea"",""quantity"":20}",remove,tea,20
"{""action"":""add"",""product"":""soda"",""quantity"":12}",add,soda,12
"{""action"":""add"",""product"":""cheddar"",""quantity"":2}",add,cheddar,2
"{""action"":""remove"",""product"":""treats"",""quantity"":3}",remove,treats,3
"{""action"":""add"",""product"":""shampoo"",""quantity"":3}",add,shampoo,3
"{""action"":""remove"",""product"":""gelato"",""quantity"":9}",remove,gelato,9
"{""action"":""add"",""product"":""spinach"",""quantity"":1}",add,spinach,1
"{""action"":""remove"",""product"":""milk"",""quantity"":5}",remove,milk,5
"{""action"":""remove"",""product"":""wash"",""quantity"":16}",remove,wash,16
"{""action"":""remove"",""product"":""pizza"",""quantity"":19}",remove,pizza,19
"{""action"":""add"",""product"":""milk"",""quantity"":10}",add,milk,10
"{""action"":""remove"",""product"":""lemonade"",""quantity"":12}",remove,lemonade,12
"{""action"":""add"",""product"":""lemonade"",""quantity"":12}",add,lemonade,12
"{""action"":""add"",""product"":""bellpeppers"",""quantity"":9}",add,bellpeppers,9
"{""action"":""add"",""product"":""wipes"",""quantity"":19}",add,wipes,19
"{""action"":""add"",""product"":""yogurt"",""quantity"":4}",add,yogurt,4
"{""action"":""add"",""product"":""toothpaste"",""quantity"":8}",add,toothpaste,8
"{""action"":""remove"",""product"":""shampoo"",""quantity"":12}",remove,shampoo,12
"{""action"":""add"",""product"":""juice"",""quantity"":19}",add,juice,19
"{""action"":""remove"",""product"":""bulbs"",""quantity"":9}",remove,bulbs,9
"{""action"":""add"",""product"":""wrap"",""quantity"":9}",add,wrap,9
"{""action"":""add"",""product"":""mozzarella"",""quantity"":16}",add,mozzarella,16
"{""action"":""remove"",""product"":""avocados"",""quantity"":5}",remove,avocados,5
"{""action"":""add"",""product"":""pasta"",""quantity"":9}",add,pasta,9
"{""action"":""remove"",""product"":""butter"",""quantity"":10}",remove,butter,10
"{""action"":""add"",""product"":""salmon"",""quantity"":5}",add,salmon,5
"{""action"":""add"",""product"":""apples"",""quantity"":2}",add,apples,2
"{""action"":""add"",""product"":""toothpaste"",""quantity"":19}",add,toothpaste,19
"{""action"":""add"",""product"":""butter"",""quantity"":12}",add,butter,12
"{""action"":""remove"",""product"":""paper"",""quantity"":3}",remove,paper,3
"{""action"":""remove"",""product"":""potatoes"",""quantity"":20}",remove,potatoes,20
"{""action"":""add"",""product"":""bellpeppers"",""quantity"":20}",add,bellpeppers,20
"{""action"":""remove"",""product"":""coffee"",""quantity"":15}",remove,coffee,15
"{""action"":""remove"",""product"":""yogurt"",""quantity"":12}",remove,yogurt,12
"{""action"":""remove"",""product"":""wrap"",""quantity"":20}",remove,wrap,20
"{""action"":""add"",""product"":""granola"",""quantity"":12}",add,granola,12
"{""action"":""remove"",""product"":""packs of water"",""quantity"":9}",remove,packs of water,9
"{""action"":""remove"",""product"":""bread"",""quantity"":19}",remove,bread,19
"{""action"":""add"",""product"":""eggplant"",""quantity"":14}",add,eggplant,14
"{""action"":""add"",""product"":""toothpaste"",""quantity"":3}",add,toothpaste,3
"{""action"":""remove"",""product"":""blueberries"",""quantity"":4}",remove,blueberries,4
"{""action"":""add"",""product"":""batteries"",""quantity"":1}",add,batteries,1
"{""action"":""remove"",""product"":""yogurt"",""quantity"":10}",remove,yogurt,10
"{""action"":""add"",""product"":""soap"",""quantity"":16}",add,soap,16
"{""action"":""add"",""product"":""avocados"",""quantity"":16}",add,avocados,16
"{""action"":""add"",""product"":""tuna"",""quantity"":16}",add,tuna,16
"{""action"":""add"",""product"":""kibble"",""quantity"":20}",add,kibble,20
"{""action"":""remove"",""product"":""quinoa"",""quantity"":9}",remove,quinoa,9
"{""action"":""add"",""product"":""flour"",""quantity"":15}",add,flour,15
"{""action"":""add"",""product"":""avocados"",""quantity"":17}",add,avocados,17
"{""action"":""remove"",""product"":""sunfloweroil"",""quantity"":15}",remove,sunfloweroil,15
"{""action"":""add"",""product"":""cola"",""quantity"":6}",add,cola,6
"{""action"":""add"",""product"":""blueberries"",""quantity"":5}",add,blueberries,5
"{""action"":""remove"",""product"":""limes"",""quantity"":9}",remove,limes,9
"{""action"":""add"",""product"":""litter"",""quantity"":20}",add,litter,20
"{""action"":""remove"",""product"":""rice"",""quantity"":17}",remove,rice,17
"{""action"":""remove"",""product"":""soap"",""quantity"":19}",remove,soap,19
"{""action"":""remove"",""product"":""packs of towels"",""quantity"":13}",remove,packs of towels,13
"{""action"":""remove"",""product"":""potatoes"",""quantity"":4}",remove,potatoes,4
"{""action"":""remove"",""product"":""mushrooms"",""quantity"":6}",remove,mushrooms,6
"{""action"":""add"",""product"":""juice"",""quantity"":3}",add,juice,3
"{""action"":""add"",""product"":""sunfloweroil"",""quantity"":16}",add,sunfloweroil,16
"{""action"":""remove"",""product"":""wash"",""quantity"":17}",remove,wash,17
"{""action"":""add"",""product"":""spaghetti"",""quantity"":14}",add,spaghetti,14
"{""action"":""add"",""product"":""oatmeal"",""quantity"":2}",add,oatmeal,2
"{""action"":""remove"",""product"":""mango"",""quantity"":3}",remove,mango,3
"{""action"":""remove"",""product"":""soda"",""quantity"":10}",remove,soda,10
"{""action"":""add"",""product"":""coffee"",""quantity"":12}",add,coffee,12
"{""action"":""remove"",""product"":""blueberries"",""quantity"":8}",remove,blueberries,8
"{""action"":""add"",""product"":""oliveoil"",""quantity"":19}",add,oliveoil,19
"{""action"":""remove"",""product"":""oliveoil"",""quantity"":19}",remove,oliveoil,19
"{""action"":""remove"",""product"":""brownsugar"",""quantity"":20}",remove,brownsugar,20
"{""action"":""add"",""product"":""eggs"",""quantity"":2}",add,eggs,2
"{""action"":""add"",""product"":""lemons"",""quantity"":15}",add,lemons,15
"{""action"":""remove"",""product"":""cheddar"",""quantity"":6}",remove,cheddar,6
"{""action"":""add"",""product"":""oatmeal"",""quantity"":1}",add,oatmeal,1
"{""action"":""remove"",""product"":""pizza"",""quantity"":13}",remove,pizza,13
"{""action"":""add"",""product"":""milk"",""quantity"":13}",add,milk,13
"{""action"":""remove"",""product"":""wipes"",""quantity"":8}",remove,wipes,8
"{""action"":""remove"",""product"":""pizza"",""quantity"":3}",remove,pizza,3
"{""action"":""add"",""product"":""water"",""quantity"":5}",add,water,5
"{""action"":""add"",""product"":""limes"",""quantity"":4}",add,limes,4
"{""action"":""remove"",""product"":""eggs"",""quantity"":9}",remove,eggs,9
"{""action"":""add"",""product"":""mushrooms"",""quantity"":20}",add,mushrooms,20
"{""action"":""add"",""product"":""milk"",""quantity"":1}",add,milk,1
"{""action"":""add"",""product"":""towels"",""quantity"":3}",add,towels,3
"{""action"":""remove"",""product"":""strawberries"",""quantity"":7}",remove,strawberries,7
"{""action"":""remove"",""product"":""spinach"",""quantity"":6}",remove,spinach,6
"{""action"":""add"",""product"":""yogurt"",""quantity"":20}",add,yogurt,20
"{""action"":""remove"",""product"":""tea"",""quantity"":13}",remove,tea,13
"{""action"":""add"",""product"":""apples"",""quantity"":20}",add,apples,20
